User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status
1003773,P00074242,M,36-45,6,B,1,0
1003773,P00074342,M,36-45,6,B,1,0
1003773,P00022542,M,36-45,6,B,1,0
1003773,P00274642,M,36-45,6,B,1,0
1003773,P00101842,M,36-45,6,B,1,0
1003773,P00216342,M,36-45,6,B,1,0
1003773,P00015842,M,36-45,6,B,1,0
1003773,P00219742,M,36-45,6,B,1,0
1003773,P00250642,M,36-45,6,B,1,0
1003773,P00109842,M,36-45,6,B,1,0
1003773,P00121642,M,36-45,6,B,1,0
1003773,P00080342,M,36-45,6,B,1,0
1003773,P00125342,M,36-45,6,B,1,0
1003773,P00113042,M,36-45,6,B,1,0
1003773,P00295342,M,36-45,6,B,1,0
1003774,P00065242,M,26-35,0,C,3,0
1003774,P00031042,M,26-35,0,C,3,0
1003774,P00000142,M,26-35,0,C,3,0
1003774,P00028542,M,26-35,0,C,3,0
1003775,P00247042,M,36-45,12,B,2,0
1003776,P00302642,F,26-35,4,B,0,0
1003777,P00117942,M,18-25,4,B,0,0
1003777,P00000142,M,18-25,4,B,0,0
1003777,P00106042,M,18-25,4,B,0,0
1003777,P00031042,M,18-25,4,B,0,0
1003777,P00114942,M,18-25,4,B,0,0
1003777,P00208742,M,18-25,4,B,0,0
1003777,P00351342,M,18-25,4,B,0,0
1003777,P00198142,M,18-25,4,B,0,0
1003777,P0095542,M,18-25,4,B,0,0
1003778,P00352642,M,26-35,0,B,4,1
1003778,P00088042,M,26-35,0,B,4,1
1003778,P00128942,M,26-35,0,B,4,1
1003778,P00208742,M,26-35,0,B,4,1
1003778,P00105342,M,26-35,0,B,4,1
1003778,P00071242,M,26-35,0,B,4,1
1003778,P00143642,M,26-35,0,B,4,1
1003778,P00149442,M,26-35,0,B,4,1
1003778,P00319042,M,26-35,0,B,4,1
1003778,P00106042,M,26-35,0,B,4,1
1003778,P00176942,M,26-35,0,B,4,1
1003778,P00271142,M,26-35,0,B,4,1
1003778,P00174442,M,26-35,0,B,4,1
1003778,P00035842,M,26-35,0,B,4,1
1003778,P00254342,M,26-35,0,B,4,1
1003778,P00296142,M,26-35,0,B,4,1
1003778,P00034242,M,26-35,0,B,4,1
1003778,P00036142,M,26-35,0,B,4,1
1003778,P00010542,M,26-35,0,B,4,1
1003778,P00050742,M,26-35,0,B,4,1
1003778,P00207742,M,26-35,0,B,4,1
1003778,P00187042,M,26-35,0,B,4,1
1003778,P00076742,M,26-35,0,B,4,1
1003778,P00191442,M,26-35,0,B,4,1
1003778,P00225842,M,26-35,0,B,4,1
1003778,P00001542,M,26-35,0,B,4,1
1003778,P00204242,M,26-35,0,B,4,1
1003778,P00101942,M,26-35,0,B,4,1
1003778,P00323942,M,26-35,0,B,4,1
1003778,P00253542,M,26-35,0,B,4,1
1003778,P00104542,M,26-35,0,B,4,1
1003778,P00170542,M,26-35,0,B,4,1
1003778,P00008042,M,26-35,0,B,4,1
1003778,P00222042,M,26-35,0,B,4,1
1003778,P00180342,M,26-35,0,B,4,1
1003778,P00181542,M,26-35,0,B,4,1
1003778,P00231942,M,26-35,0,B,4,1
1003778,P00226942,M,26-35,0,B,4,1
1003778,P00344042,M,26-35,0,B,4,1
1003778,P00329542,M,26-35,0,B,4,1
1003778,P00046842,M,26-35,0,B,4,1
1003778,P00187242,M,26-35,0,B,4,1
1003778,P00150942,M,26-35,0,B,4,1
1003779,P00044842,F,46-50,2,C,0,1
1003779,P00115342,F,46-50,2,C,0,1
1003779,P00041242,F,46-50,2,C,0,1
1003779,P00213942,F,46-50,2,C,0,1
1003779,P00247042,F,46-50,2,C,0,1
1003780,P00110842,M,0-17,0,C,0,0
1003780,P00214842,M,0-17,0,C,0,0
1003780,P00223942,M,0-17,0,C,0,0
1003780,P00083942,M,0-17,0,C,0,0
1003780,P00189842,M,0-17,0,C,0,0
1003780,P00180342,M,0-17,0,C,0,0
1003780,P00287242,M,0-17,0,C,0,0
1003780,P00226342,M,0-17,0,C,0,0
1003780,P00181242,M,0-17,0,C,0,0
1003780,P00259242,M,0-17,0,C,0,0
1003780,P00053342,M,0-17,0,C,0,0
1003780,P00255742,M,0-17,0,C,0,0
1003780,P00130442,M,0-17,0,C,0,0
1003781,P00015942,F,55,11,C,4,0
1003781,P00173942,F,55,11,C,4,0
1003781,P00033642,F,55,11,C,4,0
1003782,P00355142,F,26-35,0,B,3,0
1003782,P00119442,F,26-35,0,B,3,0
1003782,P00193442,F,26-35,0,B,3,0
1003784,P00059442,F,26-35,1,C,0,0
1003784,P00247742,F,26-35,1,C,0,0
1003784,P00138542,F,26-35,1,C,0,0
1003785,P00337842,F,26-35,20,C,1,0
1003785,P00125942,F,26-35,20,C,1,0
1003787,P00258442,F,26-35,0,B,0,1
1003788,P00184142,F,18-25,0,C,4,1
1003789,P00144442,F,26-35,0,A,0,0
1003789,P00003442,F,26-35,0,A,0,0
1003789,P00003242,F,26-35,0,A,0,0
1003789,P00105142,F,26-35,0,A,0,0
1003789,P0097242,F,26-35,0,A,0,0
1003789,P00149342,F,26-35,0,A,0,0
1003789,P00322942,F,26-35,0,A,0,0
1003789,P00248942,F,26-35,0,A,0,0
1003789,P00182142,F,26-35,0,A,0,0
1003790,P00083842,F,26-35,17,A,1,0
1003790,P00112242,F,26-35,17,A,1,0
1003790,P00343042,F,26-35,17,A,1,0
1003791,P00058042,M,51-55,18,C,2,0
1003791,P00303242,M,51-55,18,C,2,0
1003791,P00153742,M,51-55,18,C,2,0
1003792,P00349942,M,26-35,6,A,1,0
1003792,P00115942,M,26-35,6,A,1,0
1003792,P00075342,M,26-35,6,A,1,0
1003792,P00115542,M,26-35,6,A,1,0
1003792,P00031042,M,26-35,6,A,1,0
1003792,P00112942,M,26-35,6,A,1,0
1003792,P00127642,M,26-35,6,A,1,0
1003792,P00356642,M,26-35,6,A,1,0
1003792,P00173542,M,26-35,6,A,1,0
1003792,P00238542,M,26-35,6,A,1,0
1003792,P00024742,M,26-35,6,A,1,0
1003792,P00315642,M,26-35,6,A,1,0
1003792,P00178942,M,26-35,6,A,1,0
1003792,P00025942,M,26-35,6,A,1,0
1003792,P00355142,M,26-35,6,A,1,0
1003792,P00091842,M,26-35,6,A,1,0
1003792,P00304842,M,26-35,6,A,1,0
1003792,P00316842,M,26-35,6,A,1,0
1003792,P0097842,M,26-35,6,A,1,0
1003792,P00247042,M,26-35,6,A,1,0
1003792,P00195442,M,26-35,6,A,1,0
1003792,P00287242,M,26-35,6,A,1,0
1003792,P00250542,M,26-35,6,A,1,0
1003792,P00244042,M,26-35,6,A,1,0
1003792,P00017642,M,26-35,6,A,1,0
1003792,P00186642,M,26-35,6,A,1,0
1003792,P00197142,M,26-35,6,A,1,0
1003792,P00344542,M,26-35,6,A,1,0
1003792,P00184742,M,26-35,6,A,1,0
1003792,P00078242,M,26-35,6,A,1,0
1003792,P00204242,M,26-35,6,A,1,0
1003792,P00370242,M,26-35,6,A,1,0
1003792,P00366342,M,26-35,6,A,1,0
1003793,P00304042,M,18-25,4,C,3,0
1003793,P00164342,M,18-25,4,C,3,0
1003793,P00042242,M,18-25,4,C,3,0
1003793,P00019842,M,18-25,4,C,3,0
1003793,P00031642,M,18-25,4,C,3,0
1003793,P00197242,M,18-25,4,C,3,0
1003794,P00010742,F,18-25,4,B,3,0
1003794,P00250642,F,18-25,4,B,3,0
1003794,P00295842,F,18-25,4,B,3,0
1003794,P00351042,F,18-25,4,B,3,0
1003795,P00296042,F,18-25,4,C,3,1
1003795,P00260042,F,18-25,4,C,3,1
1003795,P00116842,F,18-25,4,C,3,1
1003796,P00114042,M,46-50,14,C,4,1
1003796,P00331042,M,46-50,14,C,4,1
1003796,P00357042,M,46-50,14,C,4,1
1003796,P00254342,M,46-50,14,C,4,1
1003796,P00192942,M,46-50,14,C,4,1
1003796,P00326842,M,46-50,14,C,4,1
1003796,P00145842,M,46-50,14,C,4,1
1003796,P00084542,M,46-50,14,C,4,1
1003796,P00321642,M,46-50,14,C,4,1
1003797,P00116842,M,26-35,7,C,3,0
1003797,P00057742,M,26-35,7,C,3,0
1003798,P00359142,M,26-35,7,C,3,0
1003799,P00073842,M,18-25,0,C,4,1
1003799,P00241442,M,18-25,0,C,4,1
1003799,P00191342,M,18-25,0,C,4,1
1003799,P00015542,M,18-25,0,C,4,1
1003799,P00258442,M,18-25,0,C,4,1
1003799,P00042742,M,18-25,0,C,4,1
1003799,P00192042,M,18-25,0,C,4,1
1003799,P00326942,M,18-25,0,C,4,1
1003800,P00245642,M,18-25,1,B,1,1
1003801,P00125342,M,18-25,12,B,0,0
1003801,P00125042,M,18-25,12,B,0,0
1003801,P00122442,M,18-25,12,B,0,0
1003801,P00213642,M,18-25,12,B,0,0
1003801,P00269242,M,18-25,12,B,0,0
1003801,P00233142,M,18-25,12,B,0,0
1003801,P00179942,M,18-25,12,B,0,0
1003802,P00338442,M,18-25,0,C,0,1
1003804,P00341742,M,26-35,6,B,3,0
1003804,P00115742,M,26-35,6,B,3,0
1003804,P00086242,M,26-35,6,B,3,0
1003804,P00200242,M,26-35,6,B,3,0
1003804,P00059642,M,26-35,6,B,3,0
1003804,P00241242,M,26-35,6,B,3,0
1003804,P00024742,M,26-35,6,B,3,0
1003804,P00349142,M,26-35,6,B,3,0
1003804,P00213642,M,26-35,6,B,3,0
1003805,P00058042,F,36-45,1,C,1,0
1003805,P00266542,F,36-45,1,C,1,0
1003805,P00153842,F,36-45,1,C,1,0
1003806,P00226242,M,18-25,4,A,4,0
1003806,P00245342,M,18-25,4,A,4,0
1003806,P00257742,M,18-25,4,A,4,0
1003806,P00017242,M,18-25,4,A,4,0
1003806,P00213542,M,18-25,4,A,4,0
1003806,P00184742,M,18-25,4,A,4,0
1003806,P00181642,M,18-25,4,A,4,0
1003806,P00160242,M,18-25,4,A,4,0
1003806,P00345442,M,18-25,4,A,4,0
1003807,P00244742,F,36-45,19,B,2,0
1003807,P00258042,F,36-45,19,B,2,0
1003807,P00006942,F,36-45,19,B,2,0
1003807,P00069242,F,36-45,19,B,2,0
1003807,P00123442,F,36-45,19,B,2,0
1003807,P00359442,F,36-45,19,B,2,0
1003807,P00124042,F,36-45,19,B,2,0
1003807,P00174542,F,36-45,19,B,2,0
1003807,P00359642,F,36-45,19,B,2,0
1003807,P00342442,F,36-45,19,B,2,0
1003807,P00022942,F,36-45,19,B,2,0
1003807,P00271042,F,36-45,19,B,2,0
1003807,P00173042,F,36-45,19,B,2,0
1003807,P00198042,F,36-45,19,B,2,0
1003807,P00160042,F,36-45,19,B,2,0
1003807,P00147742,F,36-45,19,B,2,0
1003807,P00240242,F,36-45,19,B,2,0
1003807,P00016542,F,36-45,19,B,2,0
1003807,P00120042,F,36-45,19,B,2,0
1003807,P00125942,F,36-45,19,B,2,0
1003807,P00046742,F,36-45,19,B,2,0
1003807,P00289242,F,36-45,19,B,2,0
1003807,P00173942,F,36-45,19,B,2,0
1003808,P00113242,M,26-35,7,A,2,1
1003808,P00110942,M,26-35,7,A,2,1
1003808,P00217142,M,26-35,7,A,2,1
1003808,P00146742,M,26-35,7,A,2,1
1003808,P00289342,M,26-35,7,A,2,1
1003808,P00254242,M,26-35,7,A,2,1
1003808,P00205842,M,26-35,7,A,2,1
1003808,P00222142,M,26-35,7,A,2,1
1003808,P00221642,M,26-35,7,A,2,1
1003808,P00302542,M,26-35,7,A,2,1
1003808,P00218742,M,26-35,7,A,2,1
1003808,P00047442,M,26-35,7,A,2,1
1003808,P00235742,M,26-35,7,A,2,1
1003808,P00105342,M,26-35,7,A,2,1
1003808,P00218542,M,26-35,7,A,2,1
1003808,P00181542,M,26-35,7,A,2,1
1003808,P00046842,M,26-35,7,A,2,1
1003808,P00022442,M,26-35,7,A,2,1
1003808,P00288742,M,26-35,7,A,2,1
1003808,P00002342,M,26-35,7,A,2,1
1003808,P00136742,M,26-35,7,A,2,1
1003808,P00012842,M,26-35,7,A,2,1
1003808,P00163042,M,26-35,7,A,2,1
1003808,P00135842,M,26-35,7,A,2,1
1003808,P00319542,M,26-35,7,A,2,1
1003808,P00316442,M,26-35,7,A,2,1
1003808,P00272242,M,26-35,7,A,2,1
1003808,P00156442,M,26-35,7,A,2,1
1003808,P00268442,M,26-35,7,A,2,1
1003808,P00136542,M,26-35,7,A,2,1
1003808,P00166242,M,26-35,7,A,2,1
1003808,P00045042,M,26-35,7,A,2,1
1003808,P00101142,M,26-35,7,A,2,1
1003808,P00027642,M,26-35,7,A,2,1
1003808,P00297642,M,26-35,7,A,2,1
1003808,P00014242,M,26-35,7,A,2,1
1003808,P00243842,M,26-35,7,A,2,1
1003808,P00026742,M,26-35,7,A,2,1
1003808,P00003142,M,26-35,7,A,2,1
1003808,P00148942,M,26-35,7,A,2,1
1003808,P00322742,M,26-35,7,A,2,1
1003808,P00180342,M,26-35,7,A,2,1
1003808,P00231942,M,26-35,7,A,2,1
1003808,P00227042,M,26-35,7,A,2,1
1003808,P00189842,M,26-35,7,A,2,1
1003808,P00195742,M,26-35,7,A,2,1
1003808,P00150442,M,26-35,7,A,2,1
1003808,P00298442,M,26-35,7,A,2,1
1003808,P00201342,M,26-35,7,A,2,1
1003810,P00119642,M,51-55,7,C,1,0
1003810,P00352742,M,51-55,7,C,1,0
1003811,P00116642,M,26-35,15,A,0,0
1003811,P00152742,M,26-35,15,A,0,0
1003811,P00104842,M,26-35,15,A,0,0
1003811,P00106042,M,26-35,15,A,0,0
1003811,P00274042,M,26-35,15,A,0,0
1003812,P00110742,M,36-45,17,B,0,0
1003812,P00127842,M,36-45,17,B,0,0
1003812,P00127442,M,36-45,17,B,0,0
1003814,P00356942,M,26-35,15,A,1,1
1003815,P00119742,M,26-35,17,C,0,0
1003815,P00116642,M,26-35,17,C,0,0
1003815,P00254642,M,26-35,17,C,0,0
1003815,P00354342,M,26-35,17,C,0,0
1003815,P00283942,M,26-35,17,C,0,0
1003815,P00205842,M,26-35,17,C,0,0
1003815,P00299142,M,26-35,17,C,0,0
1003816,P00139942,F,26-35,3,A,1,1
1003816,P00259042,F,26-35,3,A,1,1
1003816,P00195342,F,26-35,3,A,1,1
1003816,P00222442,F,26-35,3,A,1,1
1003816,P0097242,F,26-35,3,A,1,1
1003816,P0096142,F,26-35,3,A,1,1
1003816,P00157642,F,26-35,3,A,1,1
1003816,P00135142,F,26-35,3,A,1,1
1003816,P00241442,F,26-35,3,A,1,1
1003816,P00025542,F,26-35,3,A,1,1
1003816,P00101242,F,26-35,3,A,1,1
1003816,P00157142,F,26-35,3,A,1,1
1003816,P00101742,F,26-35,3,A,1,1
1003817,P00110742,M,36-45,3,C,1,1
1003819,P00117442,M,26-35,12,B,1,0
1003819,P00351042,M,26-35,12,B,1,0
1003819,P00145042,M,26-35,12,B,1,0
1003819,P00080342,M,26-35,12,B,1,0
1003819,P00234842,M,26-35,12,B,1,0
1003819,P00249642,M,26-35,12,B,1,0
1003819,P00250542,M,26-35,12,B,1,0
1003820,P00237542,M,26-35,17,C,2,1
1003820,P00346242,M,26-35,17,C,2,1
1003820,P00129842,M,26-35,17,C,2,1
1003821,P00071442,M,26-35,20,A,2,1
1003821,P00085042,M,26-35,20,A,2,1
1003821,P00015742,M,26-35,20,A,2,1
1003821,P00112442,M,26-35,20,A,2,1
1003821,P00275642,M,26-35,20,A,2,1
1003821,P00024142,M,26-35,20,A,2,1
1003821,P00306442,M,26-35,20,A,2,1
1003821,P00306042,M,26-35,20,A,2,1
1003821,P00250642,M,26-35,20,A,2,1
1003821,P00280442,M,26-35,20,A,2,1
1003821,P00195242,M,26-35,20,A,2,1
1003821,P00346242,M,26-35,20,A,2,1
1003821,P00279542,M,26-35,20,A,2,1
1003821,P00014242,M,26-35,20,A,2,1
1003821,P00033342,M,26-35,20,A,2,1
1003821,P00009542,M,26-35,20,A,2,1
1003821,P00248042,M,26-35,20,A,2,1
1003821,P00367142,M,26-35,20,A,2,1
1003821,P00086442,M,26-35,20,A,2,1
1003821,P00056842,M,26-35,20,A,2,1
1003821,P00054942,M,26-35,20,A,2,1
1003821,P00073842,M,26-35,20,A,2,1
1003821,P00058442,M,26-35,20,A,2,1
1003821,P00161842,M,26-35,20,A,2,1
1003821,P00209242,M,26-35,20,A,2,1
1003821,P00079142,M,26-35,20,A,2,1
1003821,P00120142,M,26-35,20,A,2,1
1003821,P00360842,M,26-35,20,A,2,1
1003821,P00034442,M,26-35,20,A,2,1
1003821,P00358442,M,26-35,20,A,2,1
1003821,P00266642,M,26-35,20,A,2,1
1003822,P00278642,M,46-50,20,C,1,0
1003822,P00270542,M,46-50,20,C,1,0
1003822,P00150342,M,46-50,20,C,1,0
1003822,P00351342,M,46-50,20,C,1,0
1003823,P00085042,M,55,7,B,1,0
1003823,P00000642,M,55,7,B,1,0
1003823,P00319642,M,55,7,B,1,0
1003823,P00002242,M,55,7,B,1,0
1003823,P00057942,M,55,7,B,1,0
1003823,P00266642,M,55,7,B,1,0
1003823,P00003642,M,55,7,B,1,0
1003823,P00126142,M,55,7,B,1,0
1003823,P00117242,M,55,7,B,1,0
1003823,P00356842,M,55,7,B,1,0
1003823,P00075742,M,55,7,B,1,0
1003823,P00015642,M,55,7,B,1,0
1003823,P00242042,M,55,7,B,1,0
1003823,P00091142,M,55,7,B,1,0
1003823,P00289342,M,55,7,B,1,0
1003823,P00329442,M,55,7,B,1,0
1003823,P00051842,M,55,7,B,1,0
1003823,P00169742,M,55,7,B,1,0
1003823,P00078142,M,55,7,B,1,0
1003823,P00274042,M,55,7,B,1,0
1003823,P00187842,M,55,7,B,1,0
1003823,P00045242,M,55,7,B,1,0
1003823,P00032042,M,55,7,B,1,0
1003823,P00265042,M,55,7,B,1,0
1003823,P00255842,M,55,7,B,1,0
1003823,P00235542,M,55,7,B,1,0
1003823,P00052842,M,55,7,B,1,0
1003823,P00192542,M,55,7,B,1,0
1003823,P00270942,M,55,7,B,1,0
1003823,P0096142,M,55,7,B,1,0
1003824,P00000642,M,26-35,17,A,3,1
1003824,P00254742,M,26-35,17,A,3,1
1003824,P00114942,M,26-35,17,A,3,1
1003824,P0097242,M,26-35,17,A,3,1
1003824,P00116842,M,26-35,17,A,3,1
1003824,P00205442,M,26-35,17,A,3,1
1003824,P00319142,M,26-35,17,A,3,1
1003824,P00254542,M,26-35,17,A,3,1
1003824,P00336942,M,26-35,17,A,3,1
1003824,P00334042,M,26-35,17,A,3,1
1003824,P00331942,M,26-35,17,A,3,1
1003824,P00127542,M,26-35,17,A,3,1
1003824,P00227942,M,26-35,17,A,3,1
1003824,P00317142,M,26-35,17,A,3,1
1003824,P00220742,M,26-35,17,A,3,1
1003824,P00218142,M,26-35,17,A,3,1
1003824,P00352642,M,26-35,17,A,3,1
1003824,P00316142,M,26-35,17,A,3,1
1003824,P00108842,M,26-35,17,A,3,1
1003824,P00044442,M,26-35,17,A,3,1
1003824,P00121042,M,26-35,17,A,3,1
1003824,P00233342,M,26-35,17,A,3,1
1003824,P00123842,M,26-35,17,A,3,1
1003824,P00030842,M,26-35,17,A,3,1
1003824,P00190142,M,26-35,17,A,3,1
1003824,P00128242,M,26-35,17,A,3,1
1003824,P00249642,M,26-35,17,A,3,1
1003824,P00200942,M,26-35,17,A,3,1
1003824,P00303342,M,26-35,17,A,3,1
1003824,P00114742,M,26-35,17,A,3,1
1003824,P00278042,M,26-35,17,A,3,1
1003824,P0096642,M,26-35,17,A,3,1
1003824,P00183542,M,26-35,17,A,3,1
1003824,P00148542,M,26-35,17,A,3,1
1003824,P0098542,M,26-35,17,A,3,1
1003824,P00180342,M,26-35,17,A,3,1
1003825,P00176642,M,18-25,1,B,0,0
1003825,P00117442,M,18-25,1,B,0,0
1003825,P00129542,M,18-25,1,B,0,0
1003825,P00344142,M,18-25,1,B,0,0
1003825,P0095842,M,18-25,1,B,0,0
1003825,P00191642,M,18-25,1,B,0,0
1003825,P00113142,M,18-25,1,B,0,0
1003825,P00217942,M,18-25,1,B,0,0
1003825,P00195442,M,18-25,1,B,0,0
1003825,P00211042,M,18-25,1,B,0,0
1003825,P00329342,M,18-25,1,B,0,0
1003825,P00259242,M,18-25,1,B,0,0
1003825,P00221842,M,18-25,1,B,0,0
1003825,P00315742,M,18-25,1,B,0,0
1003825,P00278642,M,18-25,1,B,0,0
1003825,P00021742,M,18-25,1,B,0,0
1003825,P00006842,M,18-25,1,B,0,0
1003825,P00042842,M,18-25,1,B,0,0
1003825,P00117742,M,18-25,1,B,0,0
1003825,P00035542,M,18-25,1,B,0,0
1003825,P00036842,M,18-25,1,B,0,0
1003825,P00033542,M,18-25,1,B,0,0
1003825,P00303442,M,18-25,1,B,0,0
1003827,P00355042,M,51-55,2,C,1,1
1003827,P00041942,M,51-55,2,C,1,1
1003827,P00005042,M,51-55,2,C,1,1
1003827,P00135642,M,51-55,2,C,1,1
1003828,P00051442,M,26-35,20,B,1,0
1003829,P00237642,F,26-35,1,B,1,0
1003829,P00301542,F,26-35,1,B,1,0
1003829,P00212742,F,26-35,1,B,1,0
1003829,P00074342,F,26-35,1,B,1,0
1003829,P00285342,F,26-35,1,B,1,0
1003829,P00119842,F,26-35,1,B,1,0
1003829,P00280642,F,26-35,1,B,1,0
1003829,P00299142,F,26-35,1,B,1,0
1003829,P00259142,F,26-35,1,B,1,0
1003829,P00324842,F,26-35,1,B,1,0
1003829,P00193042,F,26-35,1,B,1,0
1003829,P00326942,F,26-35,1,B,1,0
1003829,P00179342,F,26-35,1,B,1,0
1003829,P00028842,F,26-35,1,B,1,0
1003829,P00173342,F,26-35,1,B,1,0
1003829,P00150142,F,26-35,1,B,1,0
1003829,P00115442,F,26-35,1,B,1,0
1003829,P00216742,F,26-35,1,B,1,0
1003829,P00225042,F,26-35,1,B,1,0
1003829,P00070042,F,26-35,1,B,1,0
1003829,P00029442,F,26-35,1,B,1,0
1003829,P00036842,F,26-35,1,B,1,0
1003829,P0098542,F,26-35,1,B,1,0
1003829,P0097842,F,26-35,1,B,1,0
1003829,P00241642,F,26-35,1,B,1,0
1003829,P00058442,F,26-35,1,B,1,0
1003829,P00223242,F,26-35,1,B,1,0
1003829,P00165842,F,26-35,1,B,1,0
1003829,P00164642,F,26-35,1,B,1,0
1003829,P00045942,F,26-35,1,B,1,0
1003829,P00212542,F,26-35,1,B,1,0
1003829,P00163042,F,26-35,1,B,1,0
1003829,P00357242,F,26-35,1,B,1,0
1003829,P00324942,F,26-35,1,B,1,0
1003829,P00332342,F,26-35,1,B,1,0
1003829,P00173842,F,26-35,1,B,1,0
1003829,P00312842,F,26-35,1,B,1,0
1003829,P00354442,F,26-35,1,B,1,0
1003829,P00337942,F,26-35,1,B,1,0
1003830,P00029142,M,18-25,4,C,1,0
1003830,P00085242,M,18-25,4,C,1,0
1003830,P00115642,M,18-25,4,C,1,0
1003830,P00005042,M,18-25,4,C,1,0
1003830,P00030042,M,18-25,4,C,1,0
1003830,P00022742,M,18-25,4,C,1,0
1003830,P00002842,M,18-25,4,C,1,0
1003830,P00174342,M,18-25,4,C,1,0
1003830,P00058042,M,18-25,4,C,1,0
1003830,P00157342,M,18-25,4,C,1,0
1003830,P00307342,M,18-25,4,C,1,0
1003830,P00355242,M,18-25,4,C,1,0
1003831,P00061142,F,18-25,6,C,1,0
1003831,P00248542,F,18-25,6,C,1,0
1003831,P00214442,F,18-25,6,C,1,0
1003832,P00156442,F,26-35,7,B,1,1
1003832,P00270242,F,26-35,7,B,1,1
1003832,P00296642,F,26-35,7,B,1,1
1003832,P00086342,F,26-35,7,B,1,1
1003832,P00085942,F,26-35,7,B,1,1
1003832,P00240142,F,26-35,7,B,1,1
1003832,P00003442,F,26-35,7,B,1,1
1003833,P00289242,M,26-35,1,B,2,0
1003833,P00265242,M,26-35,1,B,2,0
1003833,P00101842,M,26-35,1,B,2,0
1003833,P00085242,M,26-35,1,B,2,0
1003833,P00150342,M,26-35,1,B,2,0
1003833,P00140742,M,26-35,1,B,2,0
1003833,P00130742,M,26-35,1,B,2,0
1003833,P00017542,M,26-35,1,B,2,0
1003833,P00258742,M,26-35,1,B,2,0
1003834,P00309942,M,18-25,2,B,2,0
1003834,P00288042,M,18-25,2,B,2,0
1003834,P00178942,M,18-25,2,B,2,0
1003834,P00004742,M,18-25,2,B,2,0
1003834,P00304142,M,18-25,2,B,2,0
1003834,P00252442,M,18-25,2,B,2,0
1003834,P00217942,M,18-25,2,B,2,0
1003834,P00227842,M,18-25,2,B,2,0
1003834,P00221842,M,18-25,2,B,2,0
1003834,P00133742,M,18-25,2,B,2,0
1003834,P00170442,M,18-25,2,B,2,0
1003834,P00140742,M,18-25,2,B,2,0
1003834,P00251942,M,18-25,2,B,2,0
1003834,P00048742,M,18-25,2,B,2,0
1003834,P00275142,M,18-25,2,B,2,0
1003834,P00071242,M,18-25,2,B,2,0
1003834,P00161542,M,18-25,2,B,2,0
1003834,P00302042,M,18-25,2,B,2,0
1003834,P00137042,M,18-25,2,B,2,0
1003834,P00047142,M,18-25,2,B,2,0
1003834,P00333542,M,18-25,2,B,2,0
1003834,P00317942,M,18-25,2,B,2,0
1003835,P00150342,M,26-35,7,B,3,0
1003835,P00354042,M,26-35,7,B,3,0
1003835,P00031042,M,26-35,7,B,3,0
1003836,P00130942,F,51-55,8,B,1,0
1003836,P00280842,F,51-55,8,B,1,0
1003836,P00181342,F,51-55,8,B,1,0
1003836,P00057442,F,51-55,8,B,1,0
1003836,P00028542,F,51-55,8,B,1,0
1003836,P00114142,F,51-55,8,B,1,0
1003836,P00221442,F,51-55,8,B,1,0
1003836,P00105342,F,51-55,8,B,1,0
1003836,P00233142,F,51-55,8,B,1,0
1003836,P00177942,F,51-55,8,B,1,0
1003836,P00161942,F,51-55,8,B,1,0
1003836,P00244142,F,51-55,8,B,1,0
1003836,P00184042,F,51-55,8,B,1,0
1003836,P00034842,F,51-55,8,B,1,0
1003836,P00001142,F,51-55,8,B,1,0
1003836,P00251542,F,51-55,8,B,1,0
1003836,P00213642,F,51-55,8,B,1,0
1003836,P00242742,F,51-55,8,B,1,0
1003836,P00053942,F,51-55,8,B,1,0
1003836,P00217442,F,51-55,8,B,1,0
1003836,P00217642,F,51-55,8,B,1,0
1003836,P00335542,F,51-55,8,B,1,0
1003836,P00165442,F,51-55,8,B,1,0
1003837,P00193542,M,26-35,17,C,0,0
1003837,P00114442,M,26-35,17,C,0,0
1003837,P00031042,M,26-35,17,C,0,0
1003837,P00258742,M,26-35,17,C,0,0
1003837,P00117942,M,26-35,17,C,0,0
1003837,P00177342,M,26-35,17,C,0,0
1003837,P00119742,M,26-35,17,C,0,0
1003837,P00117542,M,26-35,17,C,0,0
1003838,P00291042,F,26-35,14,B,2,1
1003839,P00037142,M,51-55,14,C,3,1
1003839,P00016742,M,51-55,14,C,3,1
1003840,P00110542,F,26-35,0,B,3,0
1003840,P00114442,F,26-35,0,B,3,0
1003841,P00046142,M,46-50,18,A,4,0
1003841,P00114342,M,46-50,18,A,4,0
1003841,P00113342,M,46-50,18,A,4,0
1003841,P00127942,M,46-50,18,A,4,0
1003841,P00210942,M,46-50,18,A,4,0
1003841,P00331942,M,46-50,18,A,4,0
1003841,P00150542,M,46-50,18,A,4,0
1003841,P00349442,M,46-50,18,A,4,0
1003841,P00088242,M,46-50,18,A,4,0
1003841,P00158242,M,46-50,18,A,4,0
1003841,P00051442,M,46-50,18,A,4,0
1003841,P00086442,M,46-50,18,A,4,0
1003841,P00175642,M,46-50,18,A,4,0
1003841,P00014642,M,46-50,18,A,4,0
1003841,P00061142,M,46-50,18,A,4,0
1003841,P00205642,M,46-50,18,A,4,0
1003841,P00360042,M,46-50,18,A,4,0
1003841,P00021942,M,46-50,18,A,4,0
1003841,P00163242,M,46-50,18,A,4,0
1003841,P00004042,M,46-50,18,A,4,0
